"ID";"Date";"global_id";"AdmArea";"District";"Longitude_WGS84";"Latitude_WGS84";"Location";"Results";"geoData";
"4266";"20.12.2019";"1028442540";"Восточный административный округ";"район Измайлово";"37.803892";"55.802487";"Сиреневый бульвар, дом 32";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.803892, 55.802487]}";
"4267";"29.11.2019";"1026704394";"Западный административный округ";"район Раменки";"37.494827";"55.696387";"Мичуринский проспект, дом 38";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.494827, 55.696387]}";
"4268";"16.11.2019";"1026704395";"Южный административный округ";"район Москворечье-Сабурово";"37.669360";"55.644100";"Москворечье улица, дом 51, корпус 2";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.66936, 55.6441]}";
"4269";"20.12.2019";"1028442542";"Восточный административный округ";"район Богородское";"37.709650";"55.816647";"Наримановская улица, дом 25, корпус 3";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.70965, 55.816647]}";
"4270";"30.11.2019";"1026704396";"Новомосковский административный округ";"поселение Внуковское";"37.309208";"55.622039";"улица Авиаконструктора Петлякова, дом 17а";"По отдельным веществам в атмосферном воздухе выявлены повышенные максимальные разовые концентрации загрязняющих веществ";"{type=Point, coordinates=[37.309208, 55.622039]}";
"4271";"17.11.2019";"1026704397";"Юго-Западный административный округ";"Обручевский район";"37.514320";"55.665969";"Ленинский проспект, дом 103";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.51432, 55.665969]}";
"4272";"13.12.2019";"1028442543";"Северо-Западный административный округ";"район Строгино";"37.404442";"55.794056";"Твардовского улица, дом 14, корпус 3";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.404442, 55.794056]}";
"4273";"30.11.2019";"1026704398";"Новомосковский административный округ";"поселение Десеновское";"37.396542";"55.540725";"деревня Десна, микрорайон Ракитки, дом 9";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.396542, 55.540725]}";
"4274";"01.11.2019";"1026704399";"Зеленоградский административный округ";"район Силино";"37.160671";"56.002289";"город Зеленоград, улица Алабушевская, дом 19";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.160671, 56.002289]}";
"4275";"17.11.2019";"1026704400";"Южный административный округ";"район Чертаново Южное";"37.618875";"55.598721";"Дорожная улица, дом 24, корпус 1";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.618875, 55.598721]}";
"4276";"17.11.2019";"1026704401";"Юго-Западный административный округ";"район Южное Бутово";"37.523240";"55.544255";"Адмирала Лазарева улица, дом 40";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.52324, 55.544255]}";
"4277";"17.11.2019";"1026704402";"Юго-Западный административный округ";"район Южное Бутово";"37.523276";"55.530918";"Чечёрский проезд, дом 82";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.523276, 55.530918]}";
"4278";"18.11.2019";"1026704403";"Юго-Западный административный округ";"район Южное Бутово";"37.578684";"55.536120";"2-я Мелитопольская улица, дом 17";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.578684, 55.53612]}";
"4279";"18.11.2019";"1026704404";"Юго-Западный административный округ";"район Южное Бутово";"37.584128";"55.548951";"Варшавское шоссе, дом 194, корпус 2";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.584128, 55.548951]}";
"4280";"19.11.2019";"1026704405";"Южный административный округ";"район Зябликово";"37.756066";"55.619513";"Кустанайская улица, дом 5, корпус 1";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.756066, 55.619513]}";
"4281";"22.11.2019";"1026704406";"Южный административный округ";"район Орехово-Борисово Южное";"37.742905";"55.600318";"Гурьевский проезд, дом 9, корпус 1";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.742905, 55.600318]}";
"4282";"29.11.2019";"1026704407";"Южный административный округ";"район Нагатино-Садовники";"37.652625";"55.681529";"Нагатинская набережная, дом 16";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.652625, 55.681529]}";
"4283";"23.11.2019";"1026704408";"Северный административный округ";"район Левобережный";"37.466673";"55.864227";"Ленинградское шоссе, дом 112, корпус 2";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.466673, 55.864227]}";
"4284";"23.11.2019";"1026704409";"Северный административный округ";"район Восточное Дегунино";"37.562937";"55.889826";"Керамический проезд, дом 71, корпус 1";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.562937, 55.889826]}";
"4287";"29.11.2019";"1026704410";"Северный административный округ";"Савёловский район";"37.572396";"55.804116";"1-я Хуторская улица, дом 7";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.572396, 55.804116]}";
"4288";"14.12.2019";"1028442544";"Южный административный округ";"район Бирюлёво Восточное";"37.696912";"55.585866";"Лебедянская улица, дом 38";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.696912, 55.585866]}";
"4289";"14.12.2019";"1028442545";"Южный административный округ";"район Бирюлёво Восточное";"37.670429";"55.581383";"Бирюлевская улица, дом 58, корпус 1";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.670429, 55.581383]}";
"4290";"16.12.2019";"1028442546";"Северо-Западный административный округ";"район Митино";"37.345944";"55.845551";"Барышиха улица, дом 25";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.345944, 55.845551]}";
"4291";"21.12.2019";"1028442548";"Северо-Западный административный округ";"район Щукино";"37.458732";"55.804172";"Академика Бочвара улица, дом 3, корпус 1";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.458732, 55.804172]}";
"4292";"21.12.2019";"1028442549";"Северо-Западный административный округ";"район Щукино";"37.460367";"55.795519";"Рогова улица, дом 9";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.460367, 55.795519]}";
"4293";"15.11.2019";"1026704411";"Северный административный округ";"Дмитровский район";"37.535583";"55.893056";"Карельский бульвар, дом 8, корпус 1";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.535583, 55.893056]}";
"4294";"25.12.2019";"1028442550";"Северо-Западный административный округ";"район Митино";"37.373096";"55.845405";"Митинская улица, дом 28, корпус 4";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.373096, 55.845405]}";
"4295";"25.12.2019";"1028442551";"Северо-Западный административный округ";"район Строгино";"37.405058";"55.794209";"Твардовского улица, дом 14, корпус 2";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.405058, 55.794209]}";
"4296";"04.12.2019";"1028442552";"Северо-Восточный административный округ";"район Ростокино";"37.649076";"55.841498";"улица Докукина, дом 16, строение 2";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.649076, 55.841498]}";
"4298";"25.12.2019";"1028442554";"Северо-Восточный административный округ";"Алексеевский район";"37.654224";"55.823105";"улица Бориса Галушкина, дом 14, корпус 2";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.654224, 55.823105]}";
"4299";"20.12.2019";"1028442555";"Южный административный округ";"район Царицыно";"37.665542";"55.628937";"Кавказский бульвар, дом 29, корпус 1";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.665542, 55.628937]}";
"4300";"23.11.2019";"1026704412";"Северный административный округ";"район Ховрино";"37.481271";"55.868975";"улица Левобережная, дом 4, корпус 14";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.481271, 55.868975]}";
"4301";"23.11.2019";"1026704413";"Северо-Западный административный округ";"район Куркино";"37.371254";"55.907516";"Машкинское шоссе, дом 23, корпус 2";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.371254, 55.907516]}";
"4302";"25.12.2019";"1028442556";"Восточный административный округ";"район Сокольники";"37.696220";"55.797898";"Колодезный переулок, дом 2, корпус 1";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.69622, 55.797898]}";
"4303";"25.12.2019";"1028442557";"Восточный административный округ";"район Восточное Измайлово";"37.819756";"55.797144";"15-я Парковая улица, дом 20";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.819756, 55.797144]}";
"4304";"25.12.2019";"1028442558";"Восточный административный округ";"район Соколиная Гора";"37.736294";"55.763270";"5-я улица Соколиной Горы, дом 12";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.736294, 55.76327]}";
"4305";"19.11.2019";"1026704414";"Юго-Западный административный округ";"Ломоносовский район";"37.518183";"55.682747";"проспект Вернадского, дом 25";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.518183, 55.682747]}";
"4306";"26.11.2019";"1026704415";"Северный административный округ";"район Западное Дегунино";"37.492733";"55.885110";"улица Бусиновская Горка, дом 13";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.492733, 55.88511]}";
"4307";"26.12.2019";"1028442560";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"37.450028";"55.780350";"проспект Маршала Жукова, дом 78, корпус 5";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.450028, 55.78035]}";
"4308";"27.12.2019";"1028442561";"Восточный административный округ";"район Новокосино";"37.860315";"55.731992";"Салтыковская улица, дом 5, корпус 1";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.860315, 55.731992]}";
"4309";"27.12.2019";"1028442562";"Восточный административный округ";"район Новокосино";"37.860315";"55.731992";"Салтыковская улица, дом 5, корпус 1";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.860315, 55.731992]}";
"4310";"01.12.2019";"1028442563";"Новомосковский административный округ";"поселение Сосенское";"37.453217";"55.595293";"деревня Николо-Хованское, дом 101";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.453217, 55.595293]}";
"4311";"02.12.2019";"1028442564";"Новомосковский административный округ";"поселение Сосенское";"37.453217";"55.595293";"деревня Николо-Хованское, дом 101";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.453217, 55.595293]}";
"4312";"03.12.2019";"1028442566";"Новомосковский административный округ";"поселение Сосенское";"37.453217";"55.595293";"деревня Николо-Хованское, дом 101";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.453217, 55.595293]}";
"4313";"04.12.2019";"1028442567";"Новомосковский административный округ";"поселение Сосенское";"37.453217";"55.595293";"деревня Николо-Хованское, дом 101";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.453217, 55.595293]}";
"4314";"05.12.2019";"1028442568";"Новомосковский административный округ";"поселение Сосенское";"37.453217";"55.595293";"деревня Николо-Хованское, дом 101";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.453217, 55.595293]}";
"4315";"06.12.2019";"1028442569";"Новомосковский административный округ";"поселение Сосенское";"37.453217";"55.595293";"деревня Николо-Хованское, дом 101";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.453217, 55.595293]}";
"4316";"07.12.2019";"1028442570";"Новомосковский административный округ";"поселение Сосенское";"37.453217";"55.595293";"деревня Николо-Хованское, дом 101";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.453217, 55.595293]}";
"4317";"08.12.2019";"1028442571";"Новомосковский административный округ";"поселение Сосенское";"37.453217";"55.595293";"деревня Николо-Хованское, дом 101";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.453217, 55.595293]}";
"4318";"09.12.2019";"1028442573";"Новомосковский административный округ";"поселение Сосенское";"37.453217";"55.595293";"деревня Николо-Хованское, дом 101";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.453217, 55.595293]}";
"4319";"10.12.2019";"1028442574";"Новомосковский административный округ";"поселение Сосенское";"37.453217";"55.595293";"деревня Николо-Хованское, дом 101";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.453217, 55.595293]}";
"4320";"11.12.2019";"1028442575";"Новомосковский административный округ";"поселение Сосенское";"37.453217";"55.595293";"деревня Николо-Хованское, дом 101";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.453217, 55.595293]}";
"4321";"12.12.2019";"1028442576";"Новомосковский административный округ";"поселение Сосенское";"37.453217";"55.595293";"деревня Николо-Хованское, дом 101";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.453217, 55.595293]}";
"4322";"13.12.2019";"1028442577";"Новомосковский административный округ";"поселение Сосенское";"37.453217";"55.595293";"деревня Николо-Хованское, дом 101";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.453217, 55.595293]}";
"4323";"14.12.2019";"1028442578";"Новомосковский административный округ";"поселение Сосенское";"37.453217";"55.595293";"деревня Николо-Хованское, дом 101";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.453217, 55.595293]}";
"4324";"15.12.2019";"1028442580";"Новомосковский административный округ";"поселение Сосенское";"37.453217";"55.595293";"деревня Николо-Хованское, дом 101";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.453217, 55.595293]}";
"4325";"16.12.2019";"1028442581";"Новомосковский административный округ";"поселение Сосенское";"37.453217";"55.595293";"деревня Николо-Хованское, дом 101";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.453217, 55.595293]}";
"4326";"17.12.2019";"1028442582";"Новомосковский административный округ";"поселение Сосенское";"37.453217";"55.595293";"деревня Николо-Хованское, дом 101";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.453217, 55.595293]}";
"4327";"18.12.2019";"1028442583";"Новомосковский административный округ";"поселение Сосенское";"37.453217";"55.595293";"деревня Николо-Хованское, дом 101";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.453217, 55.595293]}";
"4328";"19.12.2019";"1028442584";"Новомосковский административный округ";"поселение Сосенское";"37.453217";"55.595293";"деревня Николо-Хованское, дом 101";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.453217, 55.595293]}";
"4329";"20.12.2019";"1028442585";"Новомосковский административный округ";"поселение Сосенское";"37.453217";"55.595293";"деревня Николо-Хованское, дом 101";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.453217, 55.595293]}";
"4330";"21.12.2019";"1028442587";"Новомосковский административный округ";"поселение Сосенское";"37.453217";"55.595293";"деревня Николо-Хованское, дом 101";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.453217, 55.595293]}";
"4331";"22.12.2019";"1028442588";"Новомосковский административный округ";"поселение Сосенское";"37.453217";"55.595293";"деревня Николо-Хованское, дом 101";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.453217, 55.595293]}";
"4332";"23.12.2019";"1028442589";"Новомосковский административный округ";"поселение Сосенское";"37.453217";"55.595293";"деревня Николо-Хованское, дом 101";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.453217, 55.595293]}";
"4333";"24.12.2019";"1028442590";"Новомосковский административный округ";"поселение Сосенское";"37.453217";"55.595293";"деревня Николо-Хованское, дом 101";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.453217, 55.595293]}";
"4334";"25.12.2019";"1028442591";"Новомосковский административный округ";"поселение Сосенское";"37.453217";"55.595293";"деревня Николо-Хованское, дом 101";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.453217, 55.595293]}";
"4335";"26.12.2019";"1028442592";"Новомосковский административный округ";"поселение Сосенское";"37.453217";"55.595293";"деревня Николо-Хованское, дом 101";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.453217, 55.595293]}";
"4337";"28.12.2019";"1028442593";"Новомосковский административный округ";"поселение Сосенское";"37.453217";"55.595293";"деревня Николо-Хованское, дом 101";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.453217, 55.595293]}";
"4338";"29.12.2019";"1028442595";"Новомосковский административный округ";"поселение Сосенское";"37.453217";"55.595293";"деревня Николо-Хованское, дом 101";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.453217, 55.595293]}";
"4339";"02.12.2019";"1028442596";"Западный административный округ";"район Фили-Давыдково";"37.460762";"55.730836";"улица Герасима Курина, дом 44, корпус 2";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.460762, 55.730836]}";
"4340";"03.12.2019";"1028442597";"Западный административный округ";"район Фили-Давыдково";"37.454923";"55.711742";"Аминьевское шоссе, дом 10";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.454923, 55.711742]}";
"4341";"02.12.2019";"1028442598";"Западный административный округ";"район Кунцево";"37.343514";"55.768866";"Рублевское шоссе, дом 151, корпус 5";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.343514, 55.768866]}";
"4342";"03.12.2019";"1028442599";"Западный административный округ";"район Филёвский Парк";"37.506298";"55.737917";"улица Василисы Кожиной, дом 1, корпус 1";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.506298, 55.737917]}";
"4343";"03.12.2019";"1028442600";"Западный административный округ";"район Очаково-Матвеевское";"37.453827";"55.706934";"Аминьевское шоссе, дом 17";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.453827, 55.706934]}";
"4344";"04.12.2019";"1028442602";"Западный административный округ";"район Очаково-Матвеевское";"37.453827";"55.706934";"Аминьевское шоссе, дом 17";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.453827, 55.706934]}";
"4345";"04.12.2019";"1028442603";"Новомосковский административный округ";"поселение Московский";"37.361005";"55.605861";"город Московский, улица Никитина, дом 8";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.361005, 55.605861]}";
"4346";"06.12.2019";"1028442604";"Троицкий административный округ";"поселение Первомайское";"37.266538";"55.484240";"деревня Пучково, дом 102";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.266538, 55.48424]}";
"4347";"06.12.2019";"1028442605";"Новомосковский административный округ";"поселение Внуковское";"37.270023";"55.650058";"посёлок станции Внуково, дом 37";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.270023, 55.650058]}";
"4348";"06.12.2019";"1028442606";"Западный административный округ";"район Филёвский Парк";"37.513143";"55.753686";"улица Большая Филевская, дом 4";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.513143, 55.753686]}";
"4349";"10.12.2019";"1028442608";"Западный административный округ";"Можайский район";"37.418506";"55.719622";"Можайское шоссе, дом 32";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.418506, 55.719622]}";
"4350";"13.12.2019";"1028442609";"Троицкий административный округ";"поселение Михайлово-Ярцевское";"37.171631";"55.407724";"село Михайловское, дом 15";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.171631, 55.407724]}";
"4351";"16.12.2019";"1028442610";"Западный административный округ";"Можайский район";"37.419521";"55.709698";"Рябиновая улица, дом 18";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.419521, 55.709698]}";
"4352";"18.12.2019";"1028442611";"Новомосковский административный округ";"поселение Десеновское";"37.332905";"55.509003";"посёлок Ватутинки, улица Дмитрия Рябинкина, дом 1";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов";"{type=Point, coordinates=[37.332905, 55.509003]}";
